Leaf_Temperature,Leaf_Moisture,Air_Temperature,Air_Humidity,is_anomaly,timestamp,kmeans_distance,kmeans_anomaly,isoforest_score,isoforest_anomaly,was_detected
29.4901424590337,61.84336654436451,28.802381371506016,73.86808520689203,0,2025-06-15 12:00:00,0.7481241849447868,0,1,0,0
27.58520709648645,58.0333059383632,24.87867837237076,80.90980425185967,0,2025-06-15 12:01:00,0.7970962701384703,0,1,0,0
29.94306561430208,60.143724114674086,23.583186466179075,90.12270445700764,0,2025-06-15 12:02:00,1.4295744208176415,0,1,0,0
32.56908956922408,66.39225931303649,21.972571214774344,80.23709546106981,0,2025-06-15 12:03:00,1.2685684512488953,0,1,0,0
27.29753987582999,60.95549534009952,21.39372064748811,72.49308595641729,0,2025-06-15 12:04:00,0.6960876014842515,0,1,0,0
27.29758912915246,60.23218274078074,21.83172811398902,80.45088474084753,0,2025-06-15 12:05:00,0.9356329588257595,0,1,0,0
32.737638446522176,53.200719295100406,25.534253302022968,71.44887833096891,0,2025-06-15 12:06:00,1.010399315292744,0,1,0,0
30.302304187458727,63.731267830136105,26.017450046459867,70.23903043284956,0,2025-06-15 12:07:00,0.47604697412745195,0,1,0,0
26.591576842195146,63.22742090570538,21.837618595935734,66.48585764286267,0,2025-06-15 12:08:00,0.7517985488988354,0,1,0,0
29.62768013075789,70.8162736165273,26.79007662815223,85.63413358832108,0,2025-06-15 12:09:00,1.4802816745258836,0,1,0,0
26.60974692156261,58.461108825234994,24.03387789663312,61.81571334057999,0,2025-06-15 12:10:00,0.7137674251443785,0,1,0,0
26.60281073928923,61.0957516383197,25.2935860239711,85.32367724678116,0,2025-06-15 12:11:00,1.113654677811943,0,1,0,0
28.725886814698104,61.246918418553776,28.22444125651085,74.99864123740372,0,2025-06-15 12:12:00,0.6646883820262216,0,1,0,0
22.260159266026605,67.88726639881737,26.793678631731066,56.006938251980586,0,2025-06-15 12:13:00,1.678110509031061,0,1,0,0
22.8252465024609,59.52352233806524,24.462938704188332,73.67649292991422,0,2025-06-15 12:14:00,1.0760175326390389,0,1,0,0
26.313137412277083,61.3951076288517,23.217615549169427,48.99973492348376,0,2025-06-15 12:15:00,1.5472746244392084,0,1,0,0
24.961506638996728,63.0394825485827,20.69636919734139,76.25508016831036,0,2025-06-15 12:16:00,1.1126471949406578,0,1,0,0
28.94274199778582,60.93304561578179,23.56169336151516,78.8523148298899,0,2025-06-15 12:17:00,0.6626484555586293,0,1,0,0
25.27592777343637,57.76783192724736,24.57773952234461,64.07644044347947,0,2025-06-15 12:18:00,0.7662371189978776,0,1,0,0
23.763088895994127,60.970449964491536,23.02564094569763,71.23547695955583,0,2025-06-15 12:19:00,0.9413694097660278,0,1,0,0
32.39694630676466,65.36815874929886,24.73748606581539,89.54157433750287,0,2025-06-15 12:20:00,1.5826478190965403,0,1,0,0
27.322671098540397,54.867423502944696,25.153703765917538,64.94253295738064,0,2025-06-15 12:21:00,0.6526250928839691,0,1,0,0
28.20258461406377,60.66484837073438,24.550288036383844,59.410924129434,0,2025-06-15 12:22:00,0.7448571934499966,0,1,0,0
23.72575544135963,56.499395925304135,23.69999483835308,84.81663402462598,0,2025-06-15 12:23:00,1.407008919117929,0,1,0,0
26.36685182642445,65.97523314462421,25.337309343933452,89.62587190530795,0,2025-06-15 12:24:00,1.4974723414033053,0,1,0,0
28.3327677691296,52.384065476081126,25.883881299138817,70.03695671847848,0,2025-06-15 12:25:00,0.742285994741721,0,1,0,0
24.54701926773309,57.20539076364206,22.819201845114307,80.11463035408356,0,2025-06-15 12:26:00,1.1129408846681845,0,1,0,0
29.127094055037016,61.8860593753226,27.82186475949254,83.41475915530881,0,2025-06-15 12:27:00,1.0594870356548907,0,1,0,0
